Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
20.0,6,64.0,32819.28012519562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.0481815338134764E-5,100,0.0,DOS-TCP_FLOOD
8.0,17,64.0,8099.1445729623265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.237893104553E-4,100,0.0,DOS-UDP_FLOOD
8.0,17,64.0,16739.05096380253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.975008010864258E-5,100,0.0,DDOS-UDP_FLOOD
19.52,6,65.91,7265.8836572774835,0.0,0.0,0.0,0.96,0.96,0.0,0.0,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.04,0.01,0.0,0.0,0.0,1.0,1.0,6290,60,350,62.9,29.00000000000002,62.9,1.376295089721E-4,100,841.0000000000011,DDOS-PSHACK_FLOOD
20.0,6,64.0,20072.281776416537,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.982948303222656E-5,100,0.0,DDOS-RSTFINFLOOD
8.0,17,64.0,30635.483164122412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.286123275756836E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,65.66,9132.346281135691,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0,0,99,100,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.111721992492E-4,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,52193.92732702837,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.924037933349609E-5,100,0.0,DDOS-RSTFINFLOOD
0.28,1,62.67,2336.282160542308,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.96,0.0,0.98,0.98,90288,60,1514,902.88,592.9781926594746,902.88,4.280495643615E-4,100,351623.1369696971,DDOS-ICMP_FRAGMENTATION
51.6,6,118.9,394.2274397751732,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5152,94,1500,515.2,678.1983977175607,515.2,0.0025367021560668,10,459953.06666666665,MITM-ARPSPOOFING
20.0,6,64.0,55093.97083935374,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.8160343170166016E-5,100,0.0,DDOS-RSTFINFLOOD
0.08,47,62.73,2554.729622726553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.99,0.99,56922,60,578,569.22,62.78190242997796,569.22,3.934621810913E-4,100,3941.5672727272727,MIRAI-GREIP_FLOOD
0.32,1,62.58,1781.353628703452,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.97,0.0,0.98,0.98,90596,60,1514,905.96,589.3136552315964,905.96,5.613803863525E-4,100,347290.5842424248,DDOS-ICMP_FRAGMENTATION
0.0,1,64.0,43160.15641078411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.336025238037109E-5,100,0.0,DDOS-ICMP_FLOOD
8.0,17,64.0,30714.001171646163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.2558441162109376E-5,100,0.0,DDOS-UDP_FLOOD
0.4,1,65.7,103104.81809242872,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.98,0.0,1.0,1.0,6016,60,70,60.16,1.1609818206495688,60.16,9.71078872680664E-6,100,1.3478787878787877,DDOS-ICMP_FLOOD
20.0,6,64.0,47169.41070625281,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1212100982666012E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,35448.816768086544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.8209686279296877E-5,100,0.0,DOS-TCP_FLOOD
19.88,6,64.0,20571.4061503752,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6023,60,83,60.23,2.300000000000004,60.23,4.862070083618164E-5,100,5.290000000000016,DDOS-SYNONYMOUSIP_FLOOD
0.32,1,63.36,7109.351322948624,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.98,0.0,0.99,0.99,6134,60,194,61.34,13.400000000000002,61.34,1.406693458557E-4,100,179.56000000000006,DDOS-ICMP_FLOOD
0.0,1,64.0,62266.98337292161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.6069412231445314E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,67.81,1918.580152322576,0.0,0.96,0.01,0.01,0.03,0.0,0.0,3,96,0,1,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,7613,60,1514,76.13,145.72186423859566,76.13,5.212187767028E-4,100,21234.861717171705,DOS-SYN_FLOOD
31.2,6,81.7,120.9733699053684,0.1,0.2,0.0,0.3,0.9,0.0,0.0,9,2,1,0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,4366,66,3322,436.6,1016.3464195068748,436.6,0.0090438842773437,10,1032960.044444444,RECON-OSSCAN
20.0,6,64.0,56725.77765756018,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.7640590667724608E-5,100,0.0,DDOS-RSTFINFLOOD
8.0,17,64.0,36698.78379560766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.724885940551758E-5,100,0.0,DDOS-UDP_FLOOD
19.8,6,64.0,18566.26090035855,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,6038,60,98,60.38,3.7999999999999936,60.38,5.3861141204833984E-5,100,14.43999999999995,DDOS-SYN_FLOOD
20.0,6,64.0,132104.06299212598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.569789886474609E-6,100,0.0,DOS-TCP_FLOOD
19.68,6,65.18,22070.63776047148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.01,0.0,0.01,0.0,1.0,1.0,6326,60,348,63.26,29.01153375657855,63.26,4.5318603515625E-5,100,841.6690909090967,DOS-TCP_FLOOD
20.0,6,64.0,33211.68738617468,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.011941909790039E-5,100,0.0,DDOS-PSHACK_FLOOD
20.12,6,69.53,2742.127904392056,0.0,0.0,0.02,0.96,0.99,0.0,0.0,99,0,0,2,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6032,60,78,60.32,2.2691608380833004,60.32,3.646898269653E-4,100,5.149090909090906,DDOS-PSHACK_FLOOD
0.76,47,65.73,949.3349026176114,0.0,0.01,0.0,0.01,0.01,0.0,0.0,1,1,0,0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.01,0.0,0.0,0.99,0.99,56901,60,592,569.01,101.8805494863291,569.01,0.0010537195205688,100,10379.646363636351,MIRAI-GREETH_FLOOD
6.4,17,102.2,20412.22503406657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0,6200,60,70,62.0,4.020151261036848,62.0,4.899024963378906E-5,100,16.161616161616163,DDOS-UDP_FLOOD
0.0,47,63.36,1833.7839492139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.99,58668,60,592,586.68,53.19999999999995,586.68,5.469918251037E-4,100,2830.2399999999952,MIRAI-GREETH_FLOOD
20.0,6,64.0,23174.230620476268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.31513786315918E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
0.0,1,64.0,14706.020125521543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.80088996887207E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,45829.37062937063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.1820068359375E-5,100,0.0,DDOS-TCP_FLOOD
17.6,17,83.1,91.96683820578994,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,5617,60,3367,561.7,1083.5283978230054,561.7,0.0110586881637573,10,1174033.7888888894,BENIGN
20.0,6,64.0,27623.1822971549,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.620147705078125E-5,100,0.0,DOS-SYN_FLOOD
20.0,6,64.0,20325.179298313626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.92095947265625E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,40357.00952564226,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.479076385498047E-5,100,0.0,DDOS-PSHACK_FLOOD
0.0,1,65.27,7639.897996357013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,1.30910873413E-4,100,0.0,DDOS-ICMP_FLOOD
19.76,6,64.64,23579.401843939733,0.0,0.0,0.01,0.97,0.97,0.0,0.0,97,0,0,1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,6054,60,95,60.54,3.9655587961416714,60.54,4.2409896850585936E-5,100,15.725656565656577,DDOS-PSHACK_FLOOD
32.0,6,231.0,2070.8521773476846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,5.328893661499E-4,10,0.0,BENIGN
20.0,6,64.0,23413.553645193704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.27103042602539E-5,100,0.0,DDOS-TCP_FLOOD
20.04,6,65.91,11655.053213660489,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.580923080444337E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.12,6,63.88,16920.70356624173,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17372,146,174,173.72,2.7999999999999994,173.72,5.909919738769531E-5,100,7.839999999999996,DDOS-TCP_FLOOD
0.0,1,64.0,8483.967798050084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.189398765563E-4,100,0.0,DDOS-ICMP_FLOOD
0.0,1,64.0,14918.915842640678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.704092025756836E-5,100,0.0,DDOS-ICMP_FLOOD
19.8,6,63.36,15406.075298438936,0.0,0.0,0.0,0.99,0.99,0.0,0.0,99,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,6.491899490356446E-5,100,0.0,DDOS-PSHACK_FLOOD
8.0,17,64.0,33887.888826048315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.9518604278564454E-5,100,0.0,DDOS-UDP_FLOOD
19.88,6,67.82,12619.761704176197,0.01,0.0,0.0,0.01,0.01,0.0,0.0,1,0,1,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6179,60,214,61.79,15.576656323557437,61.79,7.924079895019532E-5,100,242.63222222222188,DOS-TCP_FLOOD
10.44,6,69.65,372.8313304953746,0.01,0.0,0.0,0.02,0.47,0.0,0.0,47,0,1,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.47,0.1,0.0,0.0,0.0,0.0,1.0,1.0,82902,60,1514,829.02,604.542250739593,829.02,0.0027416682243347,100,365471.3329292929,DDOS-ACK_FRAGMENTATION
20.0,6,64.0,33399.45851250199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.995014190673828E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.2,6,63.78,4059.920627238409,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6014,60,74,60.14,1.399999999999999,60.14,2.463102340698E-4,100,1.9599999999999973,DDOS-TCP_FLOOD
0.0,1,64.0,63849.961942457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.5671253204345704E-5,100,0.0,DDOS-ICMP_FLOOD
0.0,1,64.0,9722.991330149753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.028609275817E-4,100,0.0,DDOS-ICMP_FLOOD
20.0,6,63.83,5812.666648188697,0.99,0.0,0.99,0.01,0.01,0.0,0.0,1,0,99,99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6018,60,78,60.18,1.7999999999999994,60.18,1.720380783081E-4,100,3.239999999999998,DDOS-RSTFINFLOOD
20.0,6,64.0,39873.60015210571,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.5179386138916012E-5,100,0.0,DDOS-RSTFINFLOOD
0.0,47,64.0,9392.265490292675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,1.064896583557E-4,100,0.0,MIRAI-GREETH_FLOOD
0.0,1,64.0,30806.49283878076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.2460689544677736E-5,100,0.0,DDOS-ICMP_FLOOD
28.8,6,74.5,287.925971182031,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,8709,60,1514,870.9,710.1362075921304,870.9,0.0035229921340942,10,504293.4333333333,BENIGN
8.0,17,64.0,47217.2013959248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.118825912475586E-5,100,0.0,DDOS-UDP_FLOOD
25.6,6,84.1,65.06428394142468,0.2,0.1,0.0,0.1,0.6,0.0,0.0,6,1,2,0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1231,66,441,123.1,122.65439250185864,123.1,0.0154956102371215,10,15044.1,RECON-PORTSCAN
20.0,6,64.0,21958.55714360505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.554986953735352E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
8.0,17,64.0,46816.65364437996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.136945724487305E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,55991.242824723,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.7859935760498046E-5,100,0.0,DDOS-RSTFINFLOOD
0.0,1,64.0,40900.08776206728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.4459362030029298E-5,100,0.0,DDOS-ICMP_FLOOD
19.96,6,83.01,43.87623572111968,0.07,0.06,0.0,0.15,0.47,0.0,0.0,47,6,7,0,0.15,0.26,0.12,0.0,0.0,0.0,0.0,0.51,0.41,0.0,0.08,0.0,0.0,0.92,0.92,11012,60,678,110.12,90.88990787505156,110.12,0.0228744912147522,100,8260.97535353536,DDOS-TCP_FLOOD
20.0,6,64.0,42107.25830739886,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.3758411407470704E-5,100,0.0,DDOS-PSHACK_FLOOD
8.0,17,64.0,12353.264807233529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.095979690551758E-5,100,0.0,DDOS-UDP_FLOOD
